ID,Imported table,Title (from Imported table),DOI (from Imported table),Mosquito species,Mosquito subsp,Mosquito origin (country),Virus,Virus strain,DENV serotype,Notes,Attachments,Status
115,"""Kamgang, B; Vazeille, M; Tedjou, AN; Wilson-Bahun, TA; Yougang, AP; Mousson, L; Wondji, CS; Failloux, AB""",Risk of dengue in Central Africa: Vector competence studies with Aedes aegypti and Aedes albopictus (Diptera: Culicidae) populations and dengue 2 virus,10.1371/journal.pntd.0007985,Aedes albopictus,,Republic of Congo,Dengue virus,DENV-2,DENV-2,,,
147,"""Gaye, A; Wang, EY; Vasilakis, N; Guzman, H; Diallo, D; Talla, C; Ba, Y; Dia, I; Weaver, SC; Diallo, M""","Potential for sylvatic and urban Aedes mosquitoes from Senegal to transmit the new emerging dengue serotypes 1, 3 and 4 in West Africa",10.1371/journal.pntd.0007043,Aedes aegypti,aegypti,Senegal,Dengue virus,DENV-1 (SH 29177),DENV-1,,,
148,"""Gaye, A; Wang, EY; Vasilakis, N; Guzman, H; Diallo, D; Talla, C; Ba, Y; Dia, I; Weaver, SC; Diallo, M""","Potential for sylvatic and urban Aedes mosquitoes from Senegal to transmit the new emerging dengue serotypes 1, 3 and 4 in West Africa",10.1371/journal.pntd.0007043,Aedes furcifer,,Senegal,Dengue virus,DENV-3,DENV-3,,,
149,"""Gaye, A; Wang, EY; Vasilakis, N; Guzman, H; Diallo, D; Talla, C; Ba, Y; Dia, I; Weaver, SC; Diallo, M""","Potential for sylvatic and urban Aedes mosquitoes from Senegal to transmit the new emerging dengue serotypes 1, 3 and 4 in West Africa",10.1371/journal.pntd.0007043,Aedes taylori,,Senegal,Dengue virus,DENV-1 (SH 29177),DENV-1,,,
150,"""Gaye, A; Wang, EY; Vasilakis, N; Guzman, H; Diallo, D; Talla, C; Ba, Y; Dia, I; Weaver, SC; Diallo, M""","Potential for sylvatic and urban Aedes mosquitoes from Senegal to transmit the new emerging dengue serotypes 1, 3 and 4 in West Africa",10.1371/journal.pntd.0007043,Aedes luteocephalus,,Senegal,Dengue virus,DENV-1 (SH 29177),DENV-1,,,
151,"""Gaye, A; Wang, EY; Vasilakis, N; Guzman, H; Diallo, D; Talla, C; Ba, Y; Dia, I; Weaver, SC; Diallo, M""","Potential for sylvatic and urban Aedes mosquitoes from Senegal to transmit the new emerging dengue serotypes 1, 3 and 4 in West Africa",10.1371/journal.pntd.0007043,Aedes aegypti,formosus,Senegal,Dengue virus,DENV-1 (SH 29177),DENV-1,,,
152,"""Gaye, A; Wang, EY; Vasilakis, N; Guzman, H; Diallo, D; Talla, C; Ba, Y; Dia, I; Weaver, SC; Diallo, M""","Potential for sylvatic and urban Aedes mosquitoes from Senegal to transmit the new emerging dengue serotypes 1, 3 and 4 in West Africa",10.1371/journal.pntd.0007043,Aedes furcifer,,Senegal,Dengue virus,DENV-4,DENV-4,,,
153,"""Gaye, A; Wang, EY; Vasilakis, N; Guzman, H; Diallo, D; Talla, C; Ba, Y; Dia, I; Weaver, SC; Diallo, M""","Potential for sylvatic and urban Aedes mosquitoes from Senegal to transmit the new emerging dengue serotypes 1, 3 and 4 in West Africa",10.1371/journal.pntd.0007043,Aedes aegypti,aegypti,Senegal,Dengue virus,DENV-4 (SH 38549),DENV-4,,,
154,"""Gaye, A; Wang, EY; Vasilakis, N; Guzman, H; Diallo, D; Talla, C; Ba, Y; Dia, I; Weaver, SC; Diallo, M""","Potential for sylvatic and urban Aedes mosquitoes from Senegal to transmit the new emerging dengue serotypes 1, 3 and 4 in West Africa",10.1371/journal.pntd.0007043,Aedes aegypti,aegypti,Senegal,Dengue virus,DENV-3 (S-162 TvP-3622),DENV-3,,,
155,"""Gaye, A; Wang, EY; Vasilakis, N; Guzman, H; Diallo, D; Talla, C; Ba, Y; Dia, I; Weaver, SC; Diallo, M""","Potential for sylvatic and urban Aedes mosquitoes from Senegal to transmit the new emerging dengue serotypes 1, 3 and 4 in West Africa",10.1371/journal.pntd.0007043,Aedes aegypti,formosus,Senegal,Dengue virus,DENV-4 (SH 38549),DENV-4,,,
156,"""Gaye, A; Wang, EY; Vasilakis, N; Guzman, H; Diallo, D; Talla, C; Ba, Y; Dia, I; Weaver, SC; Diallo, M""","Potential for sylvatic and urban Aedes mosquitoes from Senegal to transmit the new emerging dengue serotypes 1, 3 and 4 in West Africa",10.1371/journal.pntd.0007043,Aedes aegypti,formosus,Senegal,Dengue virus,DENV-3 (S-162 TvP-3622),DENV-3,,,
157,"""Gaye, A; Wang, EY; Vasilakis, N; Guzman, H; Diallo, D; Talla, C; Ba, Y; Dia, I; Weaver, SC; Diallo, M""","Potential for sylvatic and urban Aedes mosquitoes from Senegal to transmit the new emerging dengue serotypes 1, 3 and 4 in West Africa",10.1371/journal.pntd.0007043,Aedes taylori,,Senegal,Dengue virus,DENV-4 (SH 38549),DENV-4,,,
158,"""Gaye, A; Wang, EY; Vasilakis, N; Guzman, H; Diallo, D; Talla, C; Ba, Y; Dia, I; Weaver, SC; Diallo, M""","Potential for sylvatic and urban Aedes mosquitoes from Senegal to transmit the new emerging dengue serotypes 1, 3 and 4 in West Africa",10.1371/journal.pntd.0007043,Aedes taylori,,Senegal,Dengue virus,DENV-3 (S-162 TvP-3622),DENV-3,,,
159,"""Gaye, A; Wang, EY; Vasilakis, N; Guzman, H; Diallo, D; Talla, C; Ba, Y; Dia, I; Weaver, SC; Diallo, M""","Potential for sylvatic and urban Aedes mosquitoes from Senegal to transmit the new emerging dengue serotypes 1, 3 and 4 in West Africa",10.1371/journal.pntd.0007043,Aedes luteocephalus,,Senegal,Dengue virus,DENV-3 (S-162 TvP-3622),DENV-3,,,
160,"""Gaye, A; Wang, EY; Vasilakis, N; Guzman, H; Diallo, D; Talla, C; Ba, Y; Dia, I; Weaver, SC; Diallo, M""","Potential for sylvatic and urban Aedes mosquitoes from Senegal to transmit the new emerging dengue serotypes 1, 3 and 4 in West Africa",10.1371/journal.pntd.0007043,Aedes luteocephalus,,Senegal,Dengue virus,DENV-4 (SH 38549),DENV-4,,,
368,"""Diagne, CT; Diallo, D; Faye, O; Ba, Y; Faye, O; Gaye, A; Dia, I; Faye, O; Weaver, SC; Sall, AA; Diallo, M""",Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus,10.1186/s12879-015-1231-2,Aedes aegypti,,Senegal,Zika virus,African lineage (ArD 128000),,,,
369,"""Diagne, CT; Diallo, D; Faye, O; Ba, Y; Faye, O; Gaye, A; Dia, I; Faye, O; Weaver, SC; Sall, AA; Diallo, M""",Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus,10.1186/s12879-015-1231-2,Aedes unilineatus,,Senegal,Zika virus,African lineage (ArD 128000),,,,
371,"""Diagne, CT; Diallo, D; Faye, O; Ba, Y; Faye, O; Gaye, A; Dia, I; Faye, O; Weaver, SC; Sall, AA; Diallo, M""",Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus,10.1186/s12879-015-1231-2,Aedes luteocephalus,,Senegal,Zika virus,African lineage (ArD 128000),,,,
370,"""Diagne, CT; Diallo, D; Faye, O; Ba, Y; Faye, O; Gaye, A; Dia, I; Faye, O; Weaver, SC; Sall, AA; Diallo, M""",Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus,10.1186/s12879-015-1231-2,Aedes vittatus,,Senegal,Zika virus,African lineage (ArD 128000),,,,
372,"""Diagne, CT; Diallo, D; Faye, O; Ba, Y; Faye, O; Gaye, A; Dia, I; Faye, O; Weaver, SC; Sall, AA; Diallo, M""",Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus,10.1186/s12879-015-1231-2,Aedes aegypti,,Senegal,Zika virus,African lineage (ArD 132912),,,,
373,"""Diagne, CT; Diallo, D; Faye, O; Ba, Y; Faye, O; Gaye, A; Dia, I; Faye, O; Weaver, SC; Sall, AA; Diallo, M""",Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus,10.1186/s12879-015-1231-2,Aedes unilineatus,,Senegal,Zika virus,African lineage (ArD 132912),,,,
374,"""Diagne, CT; Diallo, D; Faye, O; Ba, Y; Faye, O; Gaye, A; Dia, I; Faye, O; Weaver, SC; Sall, AA; Diallo, M""",Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus,10.1186/s12879-015-1231-2,Aedes vittatus,,Senegal,Zika virus,African lineage (ArD 132912),,,,
375,"""Diagne, CT; Diallo, D; Faye, O; Ba, Y; Faye, O; Gaye, A; Dia, I; Faye, O; Weaver, SC; Sall, AA; Diallo, M""",Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus,10.1186/s12879-015-1231-2,Aedes luteocephalus,,Senegal,Zika virus,African lineage (ArD 132912),,,,
376,"""Diagne, CT; Diallo, D; Faye, O; Ba, Y; Faye, O; Gaye, A; Dia, I; Faye, O; Weaver, SC; Sall, AA; Diallo, M""",Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus,10.1186/s12879-015-1231-2,Aedes aegypti,,Senegal,Zika virus,African lineage (ArD 157995),,,,
379,"""Diagne, CT; Diallo, D; Faye, O; Ba, Y; Faye, O; Gaye, A; Dia, I; Faye, O; Weaver, SC; Sall, AA; Diallo, M""",Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus,10.1186/s12879-015-1231-2,Aedes luteocephalus,,Senegal,Zika virus,African lineage (ArD 157995),,,,
377,"""Diagne, CT; Diallo, D; Faye, O; Ba, Y; Faye, O; Gaye, A; Dia, I; Faye, O; Weaver, SC; Sall, AA; Diallo, M""",Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus,10.1186/s12879-015-1231-2,Aedes unilineatus,,Senegal,Zika virus,African lineage (ArD 157995),,,,
378,"""Diagne, CT; Diallo, D; Faye, O; Ba, Y; Faye, O; Gaye, A; Dia, I; Faye, O; Weaver, SC; Sall, AA; Diallo, M""",Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus,10.1186/s12879-015-1231-2,Aedes vittatus,,Senegal,Zika virus,African lineage (ArD 157995),,,,
380,"""Diagne, CT; Diallo, D; Faye, O; Ba, Y; Faye, O; Gaye, A; Dia, I; Faye, O; Weaver, SC; Sall, AA; Diallo, M""",Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus,10.1186/s12879-015-1231-2,Aedes aegypti,,Senegal,Zika virus,African lineage (ArD 165522),,,,
382,"""Diagne, CT; Diallo, D; Faye, O; Ba, Y; Faye, O; Gaye, A; Dia, I; Faye, O; Weaver, SC; Sall, AA; Diallo, M""",Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus,10.1186/s12879-015-1231-2,Aedes vittatus,,Senegal,Zika virus,African lineage (ArD 165522),,,,
381,"""Diagne, CT; Diallo, D; Faye, O; Ba, Y; Faye, O; Gaye, A; Dia, I; Faye, O; Weaver, SC; Sall, AA; Diallo, M""",Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus,10.1186/s12879-015-1231-2,Aedes unilineatus,,Senegal,Zika virus,African lineage (ArD 165522),,,,
383,"""Diagne, CT; Diallo, D; Faye, O; Ba, Y; Faye, O; Gaye, A; Dia, I; Faye, O; Weaver, SC; Sall, AA; Diallo, M""",Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus,10.1186/s12879-015-1231-2,Aedes luteocephalus,,Senegal,Zika virus,African lineage (ArD 165522),,,,
384,"""Diagne, CT; Diallo, D; Faye, O; Ba, Y; Faye, O; Gaye, A; Dia, I; Faye, O; Weaver, SC; Sall, AA; Diallo, M""",Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus,10.1186/s12879-015-1231-2,Aedes aegypti,,Senegal,Zika virus,African lineage (HD 78788),,,,
388,"""Diagne, CT; Diallo, D; Faye, O; Ba, Y; Faye, O; Gaye, A; Dia, I; Faye, O; Weaver, SC; Sall, AA; Diallo, M""",Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus,10.1186/s12879-015-1231-2,Aedes unilineatus,,Senegal,Zika virus,African lineage (HD 78788),,,,
390,"""Diagne, CT; Diallo, D; Faye, O; Ba, Y; Faye, O; Gaye, A; Dia, I; Faye, O; Weaver, SC; Sall, AA; Diallo, M""",Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus,10.1186/s12879-015-1231-2,Aedes luteocephalus,,Senegal,Zika virus,African lineage (HD 78788),,,,
389,"""Diagne, CT; Diallo, D; Faye, O; Ba, Y; Faye, O; Gaye, A; Dia, I; Faye, O; Weaver, SC; Sall, AA; Diallo, M""",Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus,10.1186/s12879-015-1231-2,Aedes vittatus,,Senegal,Zika virus,African lineage (HD 78788),,,,
391,"""Diagne, CT; Diallo, D; Faye, O; Ba, Y; Faye, O; Gaye, A; Dia, I; Faye, O; Weaver, SC; Sall, AA; Diallo, M""",Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus,10.1186/s12879-015-1231-2,Aedes aegypti,,Senegal,Zika virus,African lineage (MR 766),,,,
393,"""Diagne, CT; Diallo, D; Faye, O; Ba, Y; Faye, O; Gaye, A; Dia, I; Faye, O; Weaver, SC; Sall, AA; Diallo, M""",Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus,10.1186/s12879-015-1231-2,Aedes vittatus,,Senegal,Zika virus,African lineage (MR 766),,,,
392,"""Diagne, CT; Diallo, D; Faye, O; Ba, Y; Faye, O; Gaye, A; Dia, I; Faye, O; Weaver, SC; Sall, AA; Diallo, M""",Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus,10.1186/s12879-015-1231-2,Aedes unilineatus,,Senegal,Zika virus,African lineage (MR 766),,,,
394,"""Diagne, CT; Diallo, D; Faye, O; Ba, Y; Faye, O; Gaye, A; Dia, I; Faye, O; Weaver, SC; Sall, AA; Diallo, M""",Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus,10.1186/s12879-015-1231-2,Aedes luteocephalus,,Senegal,Zika virus,African lineage (MR 766),,,,
812,"""Thongrungkiat, S; Jirakanjanakit, N; Apiwathnasorn, C; Prummongkol, S; Samung, Y""",Comparative susceptibility to oral infection with dengue viruses among local strains of Aedes aegypti (Diptera : Culicidae) collected at different seasons of the year,,Aedes aegypti,,Senegal,Dengue virus,DENV-1 (DENV1_IbH28328),DENV-1,,,
813,"""Thongrungkiat, S; Jirakanjanakit, N; Apiwathnasorn, C; Prummongkol, S; Samung, Y""",Comparative susceptibility to oral infection with dengue viruses among local strains of Aedes aegypti (Diptera : Culicidae) collected at different seasons of the year,,Aedes aegypti,,Senegal,Dengue virus,DENV-3 (DENV3 H87),DENV-3,,,
1040,"""TURELL, MJ; BEAMAN, JR; TAMMARIELLO, RF""","SUSCEPTIBILITY OF SELECTED STRAINS OF AEDES-AEGYPTI AND AEDES-ALBOPICTUS (DIPTERA, CULICIDAE) TO CHIKUNGUNYA VIRUS",10.1093/jmedent/29.1.49,Aedes albopictus,,Senegal,Chikungunya virus, Strain 15561,,,,
1,"""Holicki, CM; Scheuch, DE; Ziegler, U; Lettow, J; Kampen, H; Werner, D; Groschup, MH""",German Culex pipiens biotype molestus and Culex torrentium are vector-competent for Usutu virus,10.1186/s13071-020-04532-1,Culex pipiens,molestus,Serbia,Usutu virus,,,,,
67,"""Holicki, CM; Ziegler, U; Raileanu, C; Kampen, H; Werner, D; Schulz, J; Silaghi, C; Groschup, MH; Vasic, A""",West Nile Virus Lineage 2 Vector Competence of Indigenous Culex and Aedes Mosquitoes from Germany at Temperate Climate Conditions,10.3390/v12050561,Culex pipiens,molestus,Serbia,West Nile virus,Lineage 2,,,,
17,"""de Lataillade, LD; Vazeille, M; Obadia, T; Madec, Y; Mousson, L; Kamgang, B; Chen, CH; Failloux, AB; Yen, PS""",Risk of yellow fever virus transmission in the Asia-Pacific region,10.1038/s41467-020-19625-9,Aedes aegypti,,Singapore,Yellow fever virus,,,,,
502,"""Li, MI; Wong, PSJ; Ng, LC; Tan, CH""",Oral Susceptibility of Singapore Aedes (Stegomyia) aegypti (Linnaeus) to Zika Virus,10.1371/journal.pntd.0001792,Aedes aegypti,,Singapore,Zika virus,African lineage (MR766),,,,
743,"""Turell, MJ; Mores, CN; Dohm, DJ; Lee, WJ; Kim, HC; Klein, TA""","Laboratory transmission of Japanese encephalitis, West Nile, and Getah viruses by mosquitoes (Diptera : Culicidae) collected near Camp Greaves, Gyeonggi Province, Republic of Korea, 2003",10.1603/0022-2585(2006)43[1076:LTOJEW]2.0.CO;2,Culex tritaeniorhynchus,,S. Korea,Japanese encephalitis virus,ROK-2.0028,,,,
744,"""Turell, MJ; Mores, CN; Dohm, DJ; Lee, WJ; Kim, HC; Klein, TA""","Laboratory transmission of Japanese encephalitis, West Nile, and Getah viruses by mosquitoes (Diptera : Culicidae) collected near Camp Greaves, Gyeonggi Province, Republic of Korea, 2003",10.1603/0022-2585(2006)43[1076:LTOJEW]2.0.CO;2,Culex pipiens,pallens,S. Korea,Japanese encephalitis virus,ROK-2.0028,,,,
746,"""Turell, MJ; Mores, CN; Dohm, DJ; Lee, WJ; Kim, HC; Klein, TA""","Laboratory transmission of Japanese encephalitis, West Nile, and Getah viruses by mosquitoes (Diptera : Culicidae) collected near Camp Greaves, Gyeonggi Province, Republic of Korea, 2003",10.1603/0022-2585(2006)43[1076:LTOJEW]2.0.CO;2,Culex tritaeniorhynchus,,S. Korea,West Nile virus,Crow 397-99,,,,
747,"""Turell, MJ; Mores, CN; Dohm, DJ; Lee, WJ; Kim, HC; Klein, TA""","Laboratory transmission of Japanese encephalitis, West Nile, and Getah viruses by mosquitoes (Diptera : Culicidae) collected near Camp Greaves, Gyeonggi Province, Republic of Korea, 2003",10.1603/0022-2585(2006)43[1076:LTOJEW]2.0.CO;2,Culex pipiens,pallens,S. Korea,West Nile virus,Crow 397-99,,,,
749,"""Turell, MJ; Mores, CN; Dohm, DJ; Lee, WJ; Kim, HC; Klein, TA""","Laboratory transmission of Japanese encephalitis, West Nile, and Getah viruses by mosquitoes (Diptera : Culicidae) collected near Camp Greaves, Gyeonggi Province, Republic of Korea, 2003",10.1603/0022-2585(2006)43[1076:LTOJEW]2.0.CO;2,Culex tritaeniorhynchus,,S. Korea,Getah virus,ROK-2.0017,,,,
750,"""Turell, MJ; Mores, CN; Dohm, DJ; Lee, WJ; Kim, HC; Klein, TA""","Laboratory transmission of Japanese encephalitis, West Nile, and Getah viruses by mosquitoes (Diptera : Culicidae) collected near Camp Greaves, Gyeonggi Province, Republic of Korea, 2003",10.1603/0022-2585(2006)43[1076:LTOJEW]2.0.CO;2,Culex pipiens,pallens,S. Korea,Getah virus,ROK-2.0017,,,,
112,"""Nunez, AI; Talavera, S; Birnberg, L; Rivas, R; Pujol, N; Verdun, M; Aranda, C; Berdugo, M; Busquets, N""",Evidence of Zika virus horizontal and vertical transmission inAedes albopictusfrom Spain but not infectious virus in saliva of the progeny,10.1080/22221751.2020.1830718,Aedes albopictus,,Spain,Zika virus,African I lineage (Dakar Strain),,,,
113,"""Nunez, AI; Talavera, S; Birnberg, L; Rivas, R; Pujol, N; Verdun, M; Aranda, C; Berdugo, M; Busquets, N""",Evidence of Zika virus horizontal and vertical transmission inAedes albopictusfrom Spain but not infectious virus in saliva of the progeny,10.1080/22221751.2020.1830718,Aedes albopictus,,Spain,Zika virus,Asian lineage (Martinique strain),,,,
122,"""Birnberg, L; Talavera, S; Aranda, C; Nunez, AI; Napp, S; Busquets, N""","Field-captured Aedes vexans (Meigen, 1830) is a competent vector for Rift Valley fever phlebovirus in Europe",10.1186/s13071-019-3728-9,Aedes vexans,,Spain,Rift Valley fever virus,56/74 RVFV strain,,,,
130,"""Nunez, AI; Talavera, S; Aranda, C; Birnberg, L; Rivas, R; Pujol, N; Verdun, M; Failloux, AB; Busquets, N""",European Aedes caspius mosquitoes are experimentally unable to transmit Zika virus,10.1186/s13071-019-3620-7,Aedes caspius,,Spain,Zika virus,Asian lineage (Suriname),,,,
131,"""Nunez, AI; Talavera, S; Aranda, C; Birnberg, L; Rivas, R; Pujol, N; Verdun, M; Failloux, AB; Busquets, N""",European Aedes caspius mosquitoes are experimentally unable to transmit Zika virus,10.1186/s13071-019-3620-7,Aedes caspius,,Spain,Zika virus,African lineage (MR766),,,,
134,"""Hernandez-Triana, LM; Barrero, E; Delacour-Estrella, S; Ruiz-Arrondo, I; Lucientes, J; de Marco, MDF; Thorne, L; Lumley, S; Johnson, N; Mansfield, KL; Fooks, AR""",Evidence for infection but not transmission of Zika virus by Aedes albopictus (Diptera: Culicidae) from Spain,10.1186/s13071-019-3467-y,Aedes albopictus,,Spain,Zika virus,Asian lineage (Polynesian strain),,,,
135,"""Hernandez-Triana, LM; Barrero, E; Delacour-Estrella, S; Ruiz-Arrondo, I; Lucientes, J; de Marco, MDF; Thorne, L; Lumley, S; Johnson, N; Mansfield, KL; Fooks, AR""",Evidence for infection but not transmission of Zika virus by Aedes albopictus (Diptera: Culicidae) from Spain,10.1186/s13071-019-3467-y,Aedes aegypti,,Spain,Zika virus,Asian lineage (Polynesian strain),,,,
138,"""Gonzalez, MA; Pavan, MG; Fernandes, RS; Busquets, N; David, MR; Lourenco-Oliveira, R; Garcia-Perez, AL; Maciel-de-Freitas, R""",Limited risk of Zika virus transmission by five Aedes albopictus populations from Spain,10.1186/s13071-019-3359-1,Aedes albopictus,,Spain,Zika virus,Asian lineage (ZIKV-PE243),,,,
169,"""Brustolin, M; Santamaria, C; Napp, S; Verdun, M; Rivas, R; Pujol, N; Talavera, S; Busquets, N""",Experimental study of the susceptibility of a European Aedes albopictus strain to dengue virus under a simulated Mediterranean temperature regime,10.1111/mve.12325,Aedes albopictus,,Spain,Dengue virus,DENV-1,DENV-1,,,
